8, 4194304, 33554432, 2825636378.947369
16, 2097152, 33554432, 3355443200.000000
32, 1048576, 33554432, 2982616177.777778
64, 524288, 33554432, 3355443200.000000
128, 262144, 33554432, 4129776246.153846
256, 131072, 33554432, 4473924266.666667
512, 65536, 33554432, 4129776246.153846
1024, 32768, 33554432, 4473924266.666667
2048, 16384, 33554432, 4473924266.666667
4096, 8192, 33554432, 4129776246.153846
8192, 4096, 33554432, 4473924266.666667
16384, 2048, 33554432, 4129776246.153846
32768, 1024, 33554432, 4129776246.153846
65536, 512, 33554432, 4473924266.666667
131072, 256, 33554432, 4129776246.153846
262144, 128, 33554432, 4473924266.666667
524288, 64, 33554432, 4473924266.666667
1048576, 32, 33554432, 4129776246.153846
2097152, 16, 33554432, 4129776246.153846
4194304, 8, 33554432, 4129776246.153846
8388608, 4, 33554432, 3834792228.571428
16777216, 2, 33554432, 3355443200.000000
33554432, 1, 33554432, 3158064188.235294
